OrderID,Product,Category,Region,Quantity,PricePerUnit,TotalSales,Date
ORD11447,Smartwatch,Electronics,North America,2,300,600.0,2024-09-17
ORD11448,Dumbbells,Sports,Australia,1,150,150.0,2025-02-21
ORD11449,T-Shirt,Apparel,North America,2,25,50.0,2024-10-10
ORD11450,RC Car,Toys,Australia,3,150,450.0,2025-01-18
ORD11451,Jeans,Apparel,Europe,1,50,50.0,2024-09-10
ORD11452,Bookshelf,Furniture,Asia,2,2000,4000.0,2025-01-05
ORD11453,Air Conditioner,Home Appliances,Europe,1,3500,3500.0,2024-09-02
ORD11454,Vacuum Cleaner,Home Appliances,Asia,5,500,2500.0,2025-02-07
ORD11455,Football,Sports,North America,4,60,240.0,2024-12-31
ORD11456,Tablet,Electronics,Asia,2,500,1000.0,2024-10-08
ORD11457,Sofa,Furniture,North America,2,5000,10000.0,2024-11-29
ORD11458,Smartphone,Electronics,Europe,2,800,1600.0,2024-11-29
ORD11459,Camera,Electronics,Europe,2,700,1400.0,2024-12-04
ORD11460,Board Game,Toys,Asia,1,80,80.0,2025-01-15
ORD11461,Shoes,Apparel,Asia,1,80,80.0,2024-12-12
ORD11462,Sweater,Apparel,Europe,3,60,180.0,2024-11-09
ORD11463,Sweater,Apparel,Australia,3,60,180.0,2024-12-23
ORD11464,Wardrobe,Furniture,South America,1,6000,6000.0,2025-01-03
ORD11465,Smartphone,Electronics,North America,3,800,2400.0,2025-01-04
ORD11466,Wardrobe,Furniture,North America,8,6000,48000.0,2025-02-22
ORD11467,Board Game,Toys,North America,1,80,80.0,2024-09-20
ORD11468,Laptop,Electronics,Europe,2,1200,2400.0,2025-01-03
ORD11469,Sweater,Apparel,Asia,2,60,120.0,2024-10-17
ORD11470,Camera,Electronics,Asia,2,700,1400.0,2025-01-17
ORD11471,Bookshelf,Furniture,North America,1,2000,2000.0,2024-11-25
ORD11472,Bed,Furniture,Asia,2,4500,9000.0,2024-11-22
ORD11473,Lego Set,Toys,North America,1,100,100.0,2024-12-15
ORD11474,Smartwatch,Electronics,Asia,1,300,300.0,2025-01-01
ORD11475,Microwave,Home Appliances,Europe,7,200,1400.0,2025-02-01
ORD11476,Vacuum Cleaner,Home Appliances,Asia,1,500,500.0,2024-09-27
ORD11477,Smartwatch,Electronics,Asia,4,300,1200.0,2024-09-01
ORD11478,Sofa,Furniture,North America,1,5000,5000.0,2024-08-31
ORD11479,Bed,Furniture,Asia,2,4500,9000.0,2024-12-03
ORD11480,Action Figure,Toys,Asia,4,40,160.0,2024-09-04
ORD11481,Dumbbells,Sports,North America,1,150,150.0,2024-08-31
ORD11482,Microwave,Home Appliances,Europe,7,200,1400.0,2025-01-07
ORD11483,Tablet,Electronics,Europe,3,500,1500.0,2024-10-16
ORD11484,Fiction,Books,North America,1,15,15.0,2024-09-23
ORD11485,Jeans,Apparel,Europe,2,50,100.0,2024-08-29
ORD11486,Smartwatch,Electronics,Asia,3,300,900.0,2024-10-23
ORD11487,Microwave,Home Appliances,North America,3,200,600.0,2024-12-10
ORD11488,Vacuum Cleaner,Home Appliances,North America,1,500,500.0,2025-01-22
ORD11489,Smartwatch,Electronics,Asia,3,300,900.0,2025-01-21
ORD11490,RC Car,Toys,North America,2,150,300.0,2025-01-08
ORD11491,Football,Sports,South America,3,60,180.0,2025-01-07
ORD11492,Vacuum Cleaner,Home Appliances,Europe,1,500,500.0,2024-11-19
ORD11493,Vacuum Cleaner,Home Appliances,North America,3,500,1500.0,2024-10-02
ORD11494,Air Conditioner,Home Appliances,South America,2,3500,7000.0,2025-01-18
ORD11495,Fiction,Books,Australia,1,15,15.0,2024-09-09
ORD11496,Wardrobe,Furniture,South America,1,6000,6000.0,2024-12-14
ORD11497,Air Conditioner,Home Appliances,North America,2,3500,7000.0,2024-10-29
ORD11498,Laptop,Electronics,Asia,5,1200,6000.0,2024-09-06
ORD11499,Non-Fiction,Books,Asia,4,20,80.0,2024-09-15
ORD11500,Laptop,Electronics,Asia,2,1200,2400.0,2024-11-06
ORD11501,Doll,Toys,Asia,2,50,100.0,2024-11-28
ORD11502,Wardrobe,Furniture,Asia,2,6000,12000.0,2024-09-14
ORD11503,Science,Books,Europe,1,30,30.0,2024-10-22
ORD11504,Smartwatch,Electronics,South America,1,300,300.0,2025-02-15
ORD11505,Jeans,Apparel,Europe,1,50,50.0,2024-12-05
ORD11506,Jacket,Apparel,North America,1,120,120.0,2025-02-12
ORD11507,Vacuum Cleaner,Home Appliances,Asia,1,500,500.0,2025-01-18
ORD11508,Refrigerator,Home Appliances,Asia,3,2500,7500.0,2025-02-07
ORD11509,Basketball,Sports,Australia,2,70,140.0,2024-12-08
ORD11510,Action Figure,Toys,Asia,2,40,80.0,2025-01-27
ORD11511,Smartwatch,Electronics,North America,1,300,300.0,2024-11-09
ORD11512,Board Game,Toys,South America,3,80,240.0,2025-02-17
ORD11513,Non-Fiction,Books,Asia,40,20,220.44376312887044,2024-11-24
ORD11514,Laptop,Electronics,Asia,1,1200,1200.0,2025-01-26
ORD11515,Running Shoes,Sports,Asia,5,100,500.0,2024-11-04
ORD11516,Smartwatch,Electronics,Asia,2,300,600.0,2025-01-31
ORD11517,Laptop,Electronics,Asia,2,1200,2400.0,2024-11-21
ORD11518,Microwave,Home Appliances,Europe,1,200,200.0,2024-12-08
ORD11519,Football,Sports,North America,2,60,120.0,2025-01-11
ORD11520,Smartphone,Electronics,Asia,7,800,5600.0,2025-01-20
ORD11521,Jacket,Apparel,Australia,3,120,360.0,2024-09-15
ORD11522,Dumbbells,Sports,Asia,21,150,927.8419579663976,2024-12-11
ORD11523,Laptop,Electronics,Asia,1,1200,1200.0,2024-08-31
ORD11524,Washing Machine,Home Appliances,North America,2,1800,3600.0,2025-02-12
ORD11525,Bookshelf,Furniture,North America,2,2000,4000.0,2025-01-07
ORD11526,Washing Machine,Home Appliances,Asia,3,1800,5400.0,2025-02-16
ORD11527,Fiction,Books,Australia,7,15,105.0,2024-10-06
ORD11528,Smartphone,Electronics,North America,2,800,1600.0,2024-11-24
ORD11529,Jacket,Apparel,Australia,2,120,240.0,2024-11-08
ORD11530,Laptop,Electronics,Europe,3,1200,3600.0,2024-10-14
ORD11531,Shoes,Apparel,Europe,15,80,613.6450532975155,2024-11-09
ORD11532,RC Car,Toys,Asia,1,150,150.0,2024-09-06
ORD11533,Washing Machine,Home Appliances,Asia,3,1800,5400.0,2024-12-22
ORD11534,Wardrobe,Furniture,Asia,3,6000,18000.0,2024-09-29
ORD11535,Action Figure,Toys,Australia,16,40,220.9154738713033,2025-02-23
ORD11536,Non-Fiction,Books,Asia,7,20,140.0,2024-12-16
ORD11537,Tablet,Electronics,South America,2,500,1000.0,2024-12-10
ORD11538,Tennis Racket,Sports,Asia,2,120,240.0,2024-11-21
ORD11539,Jeans,Apparel,Europe,1,50,50.0,2024-09-23
ORD11540,RC Car,Toys,North America,1,150,150.0,2025-01-24
ORD11541,Camera,Electronics,North America,1,700,700.0,2024-11-15
ORD11542,Smartwatch,Electronics,North America,1,300,300.0,2025-02-15
ORD11543,Lego Set,Toys,Asia,4,100,400.0,2024-12-25
ORD11544,Wardrobe,Furniture,North America,1,6000,6000.0,2024-10-13
ORD11545,Refrigerator,Home Appliances,Europe,2,2500,5000.0,2024-09-27
ORD11546,Microwave,Home Appliances,South America,5,200,1000.0,2024-11-29
ORD11547,Camera,Electronics,Europe,2,700,1400.0,2025-01-30
ORD11548,Camera,Electronics,Australia,4,700,2800.0,2024-10-22
ORD11549,Bookshelf,Furniture,Europe,1,2000,2000.0,2024-10-29
ORD11550,Tablet,Electronics,Europe,1,500,500.0,2025-01-01
ORD11551,Dumbbells,Sports,South America,5,150,750.0,2024-10-06
ORD11552,Bookshelf,Furniture,South America,2,2000,4000.0,2024-09-28
ORD11553,Smartphone,Electronics,Asia,1,800,800.0,2025-02-05
ORD11554,Fiction,Books,Australia,7,15,105.0,2024-10-16
ORD11555,Dining Table,Furniture,Asia,1,3500,3500.0,2024-10-13
ORD11556,Dining Table,Furniture,South America,4,3500,14000.0,2024-09-10
ORD11557,Bed,Furniture,Asia,5,4500,22500.0,2024-09-09
ORD11558,Vacuum Cleaner,Home Appliances,South America,1,500,500.0,2024-09-20
ORD11559,Microwave,Home Appliances,North America,1,200,200.0,2024-12-15
ORD11560,Fiction,Books,North America,2,15,30.0,2025-02-22
ORD11561,Dumbbells,Sports,Europe,1,150,150.0,2024-10-18
ORD11562,Sweater,Apparel,South America,4,60,240.0,2025-02-10
ORD11563,Sweater,Apparel,North America,1,60,60.0,2024-08-29
ORD11564,Sofa,Furniture,Europe,2,5000,10000.0,2024-09-25
ORD11565,Smartphone,Electronics,North America,1,800,800.0,2024-11-29
ORD11566,Action Figure,Toys,Asia,2,40,80.0,2024-11-21
ORD11567,Football,Sports,Asia,1,60,60.0,2025-01-27
ORD11568,Jacket,Apparel,Europe,3,120,360.0,2025-01-17
ORD11569,Microwave,Home Appliances,Asia,10,200,1015.3308920805226,2024-10-28
ORD11570,Laptop,Electronics,Asia,1,1200,1200.0,2024-09-10
ORD11571,Jacket,Apparel,North America,1,120,120.0,2024-12-02
ORD11572,Smartphone,Electronics,Australia,1,800,800.0,2025-01-16
ORD11573,Air Conditioner,Home Appliances,Europe,2,3500,7000.0,2025-01-27
ORD11574,Tablet,Electronics,Asia,1,500,500.0,2025-02-06
ORD11575,Microwave,Home Appliances,Europe,6,200,1200.0,2025-02-22
ORD11576,Jeans,Apparel,Asia,1,50,50.0,2025-01-23
ORD11577,Air Conditioner,Home Appliances,South America,3,3500,10500.0,2024-10-26
ORD11578,Board Game,Toys,South America,4,80,320.0,2025-01-06
ORD11579,Jeans,Apparel,Asia,1,50,50.0,2025-01-27
ORD11580,Tablet,Electronics,North America,6,500,3000.0,2025-02-05
ORD11581,Air Conditioner,Home Appliances,Europe,3,3500,10500.0,2024-12-15
ORD11582,Bed,Furniture,Asia,2,4500,9000.0,2024-11-28
ORD11583,Washing Machine,Home Appliances,North America,1,1800,1800.0,2024-12-08
ORD11584,Sofa,Furniture,Europe,1,5000,5000.0,2024-11-12
ORD11585,T-Shirt,Apparel,Australia,1,25,25.0,2024-11-25
ORD11586,Microwave,Home Appliances,North America,1,200,200.0,2024-11-02
ORD11587,Smartphone,Electronics,Asia,1,800,800.0,2024-10-08
ORD11588,Wardrobe,Furniture,Europe,1,6000,6000.0,2025-01-02
ORD11589,Smartwatch,Electronics,Europe,4,300,1200.0,2024-11-07
ORD11590,Vacuum Cleaner,Home Appliances,Europe,2,500,1000.0,2025-01-07
ORD11591,Bed,Furniture,Asia,1,4500,4500.0,2024-12-15
ORD11592,Fiction,Books,North America,1,15,15.0,2025-01-01
ORD11593,Basketball,Sports,Asia,2,70,140.0,2024-10-22
ORD11594,Smartwatch,Electronics,Europe,4,300,1200.0,2025-02-10
ORD11595,Microwave,Home Appliances,Asia,4,200,800.0,2024-09-06
ORD11596,Board Game,Toys,Europe,3,80,240.0,2024-12-26
ORD11597,Laptop,Electronics,North America,1,1200,1200.0,2024-12-18
ORD11598,Sofa,Furniture,Australia,2,5000,10000.0,2025-01-18
ORD11599,Basketball,Sports,South America,2,70,140.0,2024-09-25
ORD11600,Smartphone,Electronics,Asia,3,800,2400.0,2024-12-22
ORD11601,Fiction,Books,Australia,3,15,45.0,2024-10-26
ORD11602,Smartphone,Electronics,North America,1,800,800.0,2024-10-31
ORD11603,Washing Machine,Home Appliances,Australia,1,1800,1800.0,2024-09-20
ORD11604,Lego Set,Toys,Australia,56,100,1730.1493330303695,2025-01-31
ORD11605,Air Conditioner,Home Appliances,Asia,4,3500,14000.0,2024-09-12
ORD11606,Sofa,Furniture,South America,1,5000,5000.0,2024-12-06
ORD11607,Camera,Electronics,South America,2,700,1400.0,2025-01-28
ORD11608,Wardrobe,Furniture,North America,7,6000,42000.0,2024-12-13
ORD11609,T-Shirt,Apparel,Asia,1,25,25.0,2024-11-26
ORD11610,Doll,Toys,North America,2,50,100.0,2024-09-09
ORD11611,Tennis Racket,Sports,South America,2,120,240.0,2024-12-24
ORD11612,Basketball,Sports,North America,2,70,140.0,2024-12-12
ORD11613,Jacket,Apparel,Europe,6,120,720.0,2024-10-21
ORD11614,Shoes,Apparel,North America,2,80,160.0,2025-02-20
ORD11615,Laptop,Electronics,Europe,2,1200,2400.0,2025-02-14
ORD11616,Camera,Electronics,North America,4,700,2800.0,2024-09-07
ORD11617,Fiction,Books,Asia,3,15,45.0,2024-12-05
ORD11618,Football,Sports,North America,3,60,180.0,2024-12-14
ORD11619,Bed,Furniture,Europe,1,4500,4500.0,2025-02-13
ORD11620,Shoes,Apparel,South America,1,80,80.0,2024-09-06
ORD11621,Shoes,Apparel,North America,1,80,80.0,2024-11-24
ORD11622,Camera,Electronics,Europe,7,700,1957.874969866733,2024-11-07
ORD11623,Running Shoes,Sports,Asia,2,100,200.0,2024-09-05
ORD11624,Basketball,Sports,South America,1,70,70.0,2025-02-23
ORD11625,Running Shoes,Sports,Europe,1,100,100.0,2024-11-02
ORD11626,Air Conditioner,Home Appliances,Europe,1,3500,3500.0,2024-11-18
ORD11627,Vacuum Cleaner,Home Appliances,Europe,2,500,1000.0,2024-11-08
ORD11628,Camera,Electronics,South America,4,700,2800.0,2024-08-30
ORD11629,RC Car,Toys,Asia,1,150,150.0,2024-10-30
ORD11630,Camera,Electronics,Asia,7,700,4900.0,2025-01-06
ORD11631,Dumbbells,Sports,South America,2,150,300.0,2024-10-21
ORD11632,Smartphone,Electronics,North America,1,800,800.0,2025-01-12
ORD11633,Jacket,Apparel,South America,2,120,240.0,2024-11-16
ORD11634,Lego Set,Toys,Asia,6,100,600.0,2024-12-09
ORD11635,Non-Fiction,Books,Europe,2,20,40.0,2025-02-24
ORD11636,Air Conditioner,Home Appliances,Australia,1,3500,3500.0,2024-09-10
ORD11637,Bookshelf,Furniture,Asia,3,2000,6000.0,2025-01-07
ORD11638,Science,Books,Asia,1,30,30.0,2024-10-19
ORD11639,Smartwatch,Electronics,Asia,2,300,600.0,2024-10-28
ORD11640,T-Shirt,Apparel,North America,12,25,133.90975755429855,2024-11-23
ORD11641,Wardrobe,Furniture,North America,2,6000,12000.0,2024-12-02
ORD11642,Sweater,Apparel,Asia,1,60,60.0,2024-11-17
ORD11643,Dumbbells,Sports,Australia,1,150,150.0,2024-11-05
ORD11644,Bed,Furniture,Asia,1,4500,4500.0,2025-01-03
ORD11645,Fiction,Books,Asia,1,15,15.0,2025-02-20
ORD11646,Running Shoes,Sports,Europe,1,100,100.0,2024-10-26
ORD11647,Jeans,Apparel,North America,2,50,100.0,2025-02-10
ORD11648,Sweater,Apparel,Australia,1,60,60.0,2025-01-11
ORD11649,Shoes,Apparel,Asia,6,80,480.0,2025-02-17
ORD11650,Smartwatch,Electronics,South America,1,300,300.0,2024-09-03
ORD11651,Refrigerator,Home Appliances,Europe,4,2500,10000.0,2024-12-27
ORD11652,Dumbbells,Sports,Asia,1,150,150.0,2024-11-24
ORD11653,Vacuum Cleaner,Home Appliances,Europe,1,500,500.0,2025-01-06
ORD11654,T-Shirt,Apparel,Europe,5,25,125.0,2024-10-09
ORD11655,Bookshelf,Furniture,Australia,6,2000,12000.0,2024-10-08
ORD11656,Sweater,Apparel,North America,1,60,60.0,2024-12-13
ORD11657,Smartphone,Electronics,Australia,1,800,800.0,2025-02-06
ORD11658,Science,Books,South America,1,30,30.0,2024-11-10
ORD11659,Microwave,Home Appliances,Asia,5,200,1000.0,2024-10-10
ORD11660,Non-Fiction,Books,South America,5,20,100.0,2024-11-16
ORD11661,History,Books,Australia,2,25,50.0,2024-10-23
ORD11662,Basketball,Sports,North America,2,70,140.0,2024-10-15
ORD11663,Smartwatch,Electronics,North America,3,300,900.0,2024-08-31
ORD11664,Basketball,Sports,South America,4,70,280.0,2024-11-09
ORD11665,Bookshelf,Furniture,South America,2,2000,4000.0,2024-12-10
ORD11666,Sweater,Apparel,Asia,3,60,180.0,2024-11-16
ORD11667,Football,Sports,South America,1,60,60.0,2024-09-19
ORD11668,Shoes,Apparel,North America,1,80,80.0,2024-09-05
ORD11669,Dining Table,Furniture,Asia,3,3500,10500.0,2024-12-19
ORD11670,Jacket,Apparel,Australia,1,120,120.0,2025-01-16
ORD11671,Washing Machine,Home Appliances,Europe,3,1800,5400.0,2024-12-14
ORD11672,Basketball,Sports,Australia,6,70,420.0,2024-10-24
ORD11673,Tablet,Electronics,Europe,3,500,1500.0,2024-09-13
ORD11674,Bed,Furniture,South America,3,4500,13500.0,2024-09-25
ORD11675,Wardrobe,Furniture,Asia,1,6000,6000.0,2024-09-15
ORD11676,Smartwatch,Electronics,Asia,1,300,300.0,2025-01-19
ORD11677,Bed,Furniture,Asia,1,4500,4500.0,2025-02-13
ORD11678,T-Shirt,Apparel,South America,1,25,25.0,2024-12-28
ORD11679,Washing Machine,Home Appliances,Europe,2,1800,3600.0,2024-10-13
ORD11680,Shoes,Apparel,Europe,2,80,160.0,2024-10-16
ORD11681,Smartphone,Electronics,Europe,1,800,800.0,2024-11-18
ORD11682,Football,Sports,Asia,4,60,240.0,2025-01-17
ORD11683,Football,Sports,South America,4,60,240.0,2024-09-29
ORD11684,Jacket,Apparel,Europe,1,120,120.0,2025-02-13
ORD11685,Dining Table,Furniture,Europe,3,3500,10500.0,2025-01-10
ORD11686,Smartphone,Electronics,Asia,4,800,3200.0,2024-12-06
ORD11687,Tablet,Electronics,Asia,1,500,500.0,2024-10-06
ORD11688,Doll,Toys,North America,1,50,50.0,2025-02-12
ORD11689,Bed,Furniture,Asia,3,4500,13500.0,2024-09-28
ORD11690,Dining Table,Furniture,Europe,1,3500,3500.0,2025-01-26
ORD11691,RC Car,Toys,Asia,1,150,150.0,2024-12-02
ORD11692,Action Figure,Toys,North America,1,40,40.0,2024-10-02
ORD11693,Football,Sports,Europe,1,60,60.0,2024-09-14
ORD11694,Air Conditioner,Home Appliances,Asia,1,3500,3500.0,2025-01-24
ORD11695,Bed,Furniture,Asia,3,4500,13500.0,2024-12-24
ORD11696,Tablet,Electronics,North America,2,500,1000.0,2025-02-25
ORD11697,Laptop,Electronics,Asia,1,1200,1200.0,2024-12-02
ORD11698,Doll,Toys,North America,1,50,50.0,2025-02-14
ORD11699,Vacuum Cleaner,Home Appliances,North America,1,500,500.0,2025-02-22
ORD11700,Football,Sports,South America,2,60,120.0,2024-12-02
ORD11701,Camera,Electronics,Asia,3,700,2100.0,2024-09-25
ORD11702,Board Game,Toys,Europe,8,80,161.1281131294893,2024-12-13
ORD11703,Dining Table,Furniture,North America,1,3500,3500.0,2024-11-29
ORD11704,Dumbbells,Sports,Australia,2,150,300.0,2025-02-23
ORD11705,Sweater,Apparel,South America,2,60,120.0,2024-10-28
ORD11706,Tablet,Electronics,Asia,1,500,500.0,2025-02-06
ORD11707,Vacuum Cleaner,Home Appliances,Asia,8,500,1230.2695143774245,2024-12-07
ORD11708,Running Shoes,Sports,Australia,1,100,100.0,2024-11-29
ORD11709,Board Game,Toys,North America,2,80,160.0,2024-10-07
ORD11710,Tablet,Electronics,Asia,3,500,1500.0,2024-12-26
ORD11711,Dining Table,Furniture,North America,1,3500,3500.0,2025-01-06
ORD11712,Smartwatch,Electronics,South America,2,300,600.0,2025-01-15
ORD11713,Sofa,Furniture,Europe,1,5000,5000.0,2024-09-20
ORD11714,Vacuum Cleaner,Home Appliances,North America,3,500,1500.0,2024-09-25
ORD11715,Smartphone,Electronics,Asia,1,800,800.0,2024-09-04
ORD11716,Bookshelf,Furniture,Asia,27,2000,9126.095910051898,2024-12-09
ORD11717,Vacuum Cleaner,Home Appliances,Asia,2,500,1000.0,2024-10-14
ORD11718,Shoes,Apparel,North America,3,80,240.0,2024-12-25
ORD11719,Dining Table,Furniture,Australia,3,3500,10500.0,2024-09-11
ORD11720,Doll,Toys,Australia,2,50,100.0,2024-09-04
ORD11721,Lego Set,Toys,Asia,4,100,400.0,2025-01-05
ORD11722,Air Conditioner,Home Appliances,North America,2,3500,7000.0,2025-02-15
ORD11723,History,Books,Europe,1,25,25.0,2024-10-04
ORD11724,Tablet,Electronics,Australia,2,500,1000.0,2024-10-29
ORD11725,Sweater,Apparel,Australia,2,60,120.0,2024-10-24
ORD11726,Air Conditioner,Home Appliances,Australia,2,3500,7000.0,2024-09-08
ORD11727,Philosophy,Books,Australia,1,18,18.0,2024-11-17
ORD11728,Tablet,Electronics,Australia,2,500,1000.0,2024-08-29
ORD11729,Sofa,Furniture,North America,2,5000,10000.0,2024-12-26
ORD11730,History,Books,Asia,2,25,50.0,2024-10-03
ORD11731,Microwave,Home Appliances,North America,2,200,400.0,2024-12-04
ORD11732,Running Shoes,Sports,Asia,1,100,100.0,2025-01-26
ORD11733,Tennis Racket,Sports,North America,1,120,120.0,2024-11-11
ORD11734,Wardrobe,Furniture,North America,2,6000,12000.0,2024-10-15
ORD11735,Lego Set,Toys,Europe,2,100,200.0,2025-02-17
ORD11736,Sofa,Furniture,Asia,24,5000,32358.045636147624,2025-02-06
ORD11737,Bed,Furniture,Europe,3,4500,13500.0,2024-10-14
ORD11738,Board Game,Toys,Australia,8,80,640.0,2024-11-08
ORD11739,Basketball,Sports,Europe,3,70,210.0,2024-10-09
ORD11740,Smartphone,Electronics,Asia,1,800,800.0,2024-10-02
ORD11741,Tablet,Electronics,Europe,1,500,500.0,2024-09-22
ORD11742,RC Car,Toys,North America,1,150,150.0,2024-10-08
ORD11743,Tablet,Electronics,Europe,1,500,500.0,2025-02-17
ORD11744,Refrigerator,Home Appliances,Australia,5,2500,12500.0,2024-10-01
ORD11745,Jacket,Apparel,North America,21,120,881.6455686606631,2024-12-08
ORD11746,Refrigerator,Home Appliances,South America,2,2500,5000.0,2024-11-05
ORD11747,Fiction,Books,Asia,2,15,30.0,2025-01-17
ORD11748,Tennis Racket,Sports,Asia,7,120,840.0,2025-02-25
ORD11749,Washing Machine,Home Appliances,Asia,3,1800,5400.0,2024-09-18
ORD11750,Sweater,Apparel,Europe,2,60,120.0,2024-10-02
ORD11751,Football,Sports,Asia,2,60,120.0,2025-02-14
ORD11752,Vacuum Cleaner,Home Appliances,South America,6,500,3000.0,2024-10-14
ORD11753,Lego Set,Toys,Australia,1,100,100.0,2024-09-21
ORD11754,Lego Set,Toys,South America,2,100,200.0,2025-02-07
ORD11755,Basketball,Sports,Asia,1,70,70.0,2024-10-18
ORD11756,Refrigerator,Home Appliances,Asia,3,2500,7500.0,2024-09-17
ORD11757,Jacket,Apparel,North America,1,120,120.0,2024-08-30
ORD11758,RC Car,Toys,North America,5,150,750.0,2024-12-15
ORD11759,Jeans,Apparel,Europe,2,50,100.0,2024-10-10
ORD11760,T-Shirt,Apparel,South America,4,25,100.0,2024-12-22
ORD11761,Running Shoes,Sports,Asia,1,100,100.0,2024-10-09
ORD11762,T-Shirt,Apparel,Australia,1,25,25.0,2025-01-19
ORD11763,Washing Machine,Home Appliances,North America,30,1800,15635.131128862895,2024-11-24
ORD11764,Board Game,Toys,North America,1,80,80.0,2025-02-03
ORD11765,Lego Set,Toys,Europe,1,100,100.0,2024-11-12
ORD11766,Camera,Electronics,Europe,1,700,700.0,2025-01-24
ORD11767,Tablet,Electronics,South America,5,500,2500.0,2025-01-09
ORD11768,Philosophy,Books,North America,3,18,54.0,2024-09-23
ORD11769,Philosophy,Books,Australia,1,18,18.0,2024-09-28
ORD11770,Smartwatch,Electronics,North America,4,300,1200.0,2024-11-15
ORD11771,Smartphone,Electronics,Europe,2,800,1600.0,2025-01-09
ORD11772,Air Conditioner,Home Appliances,North America,4,3500,14000.0,2024-12-21
ORD11773,Shoes,Apparel,Europe,2,80,160.0,2024-10-17
ORD11774,Laptop,Electronics,Asia,4,1200,4800.0,2024-09-28
ORD11775,Laptop,Electronics,North America,4,1200,4800.0,2025-01-31
ORD11776,Smartphone,Electronics,North America,1,800,800.0,2024-09-29
ORD11777,Camera,Electronics,Asia,1,700,700.0,2025-02-08
ORD11778,Sofa,Furniture,Australia,1,5000,5000.0,2024-10-29
ORD11779,Doll,Toys,Europe,1,50,50.0,2024-11-23
ORD11780,Air Conditioner,Home Appliances,Asia,1,3500,3500.0,2024-11-11
ORD11781,Bookshelf,Furniture,Asia,28,2000,19211.4209909626,2024-10-11
ORD11782,Basketball,Sports,Asia,3,70,210.0,2025-02-02
ORD11783,Science,Books,Asia,1,30,30.0,2024-12-27
ORD11784,Smartwatch,Electronics,North America,1,300,300.0,2025-01-15
ORD11785,Tablet,Electronics,Europe,5,500,2500.0,2024-08-31
ORD11786,Vacuum Cleaner,Home Appliances,Asia,5,500,2500.0,2024-10-24
ORD11787,Jacket,Apparel,Asia,1,120,120.0,2025-02-13
ORD11788,Laptop,Electronics,South America,1,1200,1200.0,2025-02-04
ORD11789,Science,Books,Australia,2,30,60.0,2025-01-12
ORD11790,Air Conditioner,Home Appliances,Europe,30,3500,60332.90271741936,2024-11-27
ORD11791,Jeans,Apparel,North America,1,50,50.0,2025-01-11
ORD11792,Laptop,Electronics,Australia,3,1200,3600.0,2024-11-19
ORD11793,History,Books,Europe,2,25,50.0,2024-12-10
ORD11794,Doll,Toys,Europe,2,50,100.0,2024-11-17
ORD11795,Laptop,Electronics,Asia,1,1200,1200.0,2024-12-21
ORD11796,Philosophy,Books,Europe,5,18,90.0,2024-11-20
ORD11797,Air Conditioner,Home Appliances,Asia,2,3500,7000.0,2025-01-14
ORD11798,Smartwatch,Electronics,North America,3,300,900.0,2024-11-29
ORD11799,Smartphone,Electronics,Europe,2,800,1600.0,2025-02-01
ORD11800,Bed,Furniture,Asia,4,4500,18000.0,2024-10-26
ORD11801,Shoes,Apparel,Asia,2,80,160.0,2024-09-02
ORD11802,Tablet,Electronics,North America,3,500,1500.0,2025-02-06
ORD11803,Smartwatch,Electronics,Asia,4,300,1200.0,2025-02-06
ORD11804,Air Conditioner,Home Appliances,Asia,4,3500,14000.0,2024-11-14
ORD11805,Dining Table,Furniture,North America,2,3500,7000.0,2025-01-25
ORD11806,Laptop,Electronics,South America,4,1200,4800.0,2024-10-26
ORD11807,Camera,Electronics,Australia,1,700,700.0,2024-12-27
ORD11808,Fiction,Books,North America,4,15,60.0,2024-09-19
ORD11809,Football,Sports,North America,2,60,120.0,2024-12-13
ORD11810,Shoes,Apparel,South America,6,80,126.09517185190111,2025-01-29
ORD11811,Lego Set,Toys,Australia,4,100,400.0,2024-08-30
ORD11812,Sweater,Apparel,Australia,2,60,120.0,2025-02-15
ORD11813,Shoes,Apparel,Europe,1,80,80.0,2024-10-13
ORD11814,Camera,Electronics,Australia,3,700,2100.0,2024-10-26
ORD11815,Dining Table,Furniture,South America,2,3500,7000.0,2025-01-03
ORD11816,Jeans,Apparel,Europe,1,50,50.0,2024-09-29
ORD11817,Microwave,Home Appliances,Asia,3,200,600.0,2024-12-15
ORD11818,Smartwatch,Electronics,Europe,3,300,900.0,2024-09-02
ORD11819,History,Books,Europe,2,25,50.0,2024-12-26
ORD11820,Jeans,Apparel,Europe,3,50,150.0,2024-11-08
ORD11821,Action Figure,Toys,Asia,3,40,120.0,2024-10-13
ORD11822,Philosophy,Books,Europe,2,18,36.0,2024-11-16
ORD11823,Wardrobe,Furniture,North America,5,6000,30000.0,2025-01-23
ORD11824,Sofa,Furniture,Asia,3,5000,15000.0,2025-01-17
ORD11825,Tablet,Electronics,South America,2,500,1000.0,2025-01-03
ORD11826,Washing Machine,Home Appliances,North America,2,1800,3600.0,2024-09-02
ORD11827,Science,Books,North America,2,30,60.0,2025-02-06
ORD11828,Refrigerator,Home Appliances,Asia,4,2500,10000.0,2024-10-12
ORD11829,Sofa,Furniture,Asia,7,5000,35000.0,2024-11-19
ORD11830,Tennis Racket,Sports,North America,1,120,120.0,2025-02-16
ORD11831,Sweater,Apparel,South America,3,60,180.0,2024-12-02
