Date,Region,Product,Quantity,UnitPrice,StoreLocation,CustomerType,Discount,Salesperson,sales,PaymentMethod,Promotion,Returned,OrderID,CustomerName,ShippingCost,OrderDate,DeliveryDate,RegionManager
12/13/2024,North,Phone,15,27.21,Store C,Wholesale,0,Alice,408.15,Online,WINTER15,0,REG100348,Cust 1957,43.69,12/13/2024,12/22/2024,Ryan
9/7/2023,Central,Phone,14,52.09,Store A,Retail,0,Bob,729.26,Gift Card,,1,REG100349,Cust 3467,48.02,9/7/2023,9/14/2023,Cameron
12/12/2023,North,Monitor,7,570.01,Store C,Wholesale,0,Carlos,3990.07,Credit Card,WINTER15,0,REG100350,Cust 5212,42.33,12/12/2023,12/21/2023,Ryan
4/25/2024,East,Monitor,19,526.23,Store B,Retail,0,Bob,9998.37,Credit Card,WINTER15,0,REG100351,Cust 3509,32.77,4/25/2024,5/5/2024,Eric
5/4/2025,North,Laptop,8,294.51,Store A,Wholesale,0.15,Diana,2002.668,Gift Card,,0,REG100352,Cust 5316,10.46,5/4/2025,5/7/2025,Ryan
9/16/2023,South,Monitor,18,448.27,Store C,Wholesale,0.05,Diana,7665.417,Credit Card,SAVE10,0,REG100353,Cust 9919,47.56,9/16/2023,9/20/2023,Sophie
10/23/2024,West,Desk,17,583.88,Store D,Retail,0.1,Alice,8933.364,Credit Card,WINTER15,0,REG100354,Cust 7129,37.53,10/23/2024,10/26/2024,Wendy
5/3/2023,North,Desk,2,97.5,Store D,Retail,0.1,Alice,175.5,Cash,,1,REG100355,Cust 9841,46.37,5/3/2023,5/6/2023,Ryan
3/18/2025,North,Printer,16,420.79,Store B,Wholesale,0.15,Carlos,5722.744,Cash,FREESHIP,1,REG100356,Cust 6362,22.13,3/18/2025,3/25/2025,Ryan
8/25/2023,West,Chair,13,513.18,Store B,Retail,0,Eva,6671.34,Credit Card,FREESHIP,0,REG100357,Cust 4142,10.57,8/25/2023,8/27/2023,Wendy
7/13/2023,North,Monitor,19,475.64,Store C,Retail,0.1,Frank,8133.444,Cash,WINTER15,1,REG100358,Cust 9584,11.17,7/13/2023,7/17/2023,Ryan
2/25/2025,North,Tablet,13,238.34,Store C,Retail,0.1,Carlos,2788.578,Credit Card,SAVE10,1,REG100359,Cust 2553,7.9,2/25/2025,3/6/2025,Ryan
4/14/2025,Central,Laptop,14,285.03,Store B,Wholesale,0.1,Eva,3591.378,Credit Card,SAVE10,0,REG100360,Cust 1347,41.5,4/14/2025,4/17/2025,Cameron
6/15/2025,Central,Desk,5,5.52,Store C,Retail,0.05,Alice,26.22,Credit Card,FREESHIP,0,REG100361,Cust 8305,10.58,6/15/2025,6/18/2025,Cameron
10/22/2024,North,Monitor,18,396.25,Store D,Retail,0.1,Frank,6419.25,Credit Card,FREESHIP,0,REG100362,Cust 7015,20.39,10/22/2024,10/27/2024,Ryan
6/20/2023,South,Laptop,9,282.8,Store D,Wholesale,0.05,Eva,2417.94,Online,,0,REG100363,Cust 4394,49.79,6/20/2023,6/25/2023,Sophie
3/5/2025,South,Phone,6,525.43,Store C,Wholesale,0.05,Alice,2994.951,Credit Card,,0,REG100364,Cust 3323,39.28,3/5/2025,3/11/2025,Sophie
10/28/2023,West,Tablet,15,127.67,Store D,Retail,0.1,Alice,1723.545,Debit Card,,0,REG100365,Cust 4029,48.77,10/28/2023,10/30/2023,Wendy
3/19/2025,Central,Laptop,17,511.8,Store B,Retail,0.05,Carlos,8265.57,Credit Card,WINTER15,1,REG100366,Cust 1400,13.33,3/19/2025,3/26/2025,Cameron
8/6/2023,West,Tablet,4,555.86,Store C,Retail,0.05,Bob,2112.268,Cash,FREESHIP,0,REG100367,Cust 6361,28.92,8/6/2023,8/8/2023,Wendy
9/11/2024,Central,Monitor,15,202.72,Store D,Retail,0.05,Eva,2888.76,Debit Card,WINTER15,1,REG100368,Cust 5267,41.61,9/11/2024,9/19/2024,Cameron
1/8/2025,Central,Chair,4,353.7,Store A,Wholesale,0,Frank,1414.8,Credit Card,FREESHIP,0,REG100369,Cust 9354,41.98,1/8/2025,1/12/2025,Cameron
8/12/2024,Central,Chair,3,149.25,Store D,Wholesale,0,Carlos,447.75,Debit Card,,1,REG100370,Cust 9443,13.17,8/12/2024,8/14/2024,Cameron
3/30/2023,North,Monitor,19,156.44,Store C,Wholesale,0.1,Alice,2675.124,Online,WINTER15,0,REG100371,Cust 2252,19.44,3/30/2023,4/4/2023,Ryan
2/1/2023,Central,Phone,7,241.76,Store D,Wholesale,0,Carlos,1692.32,Online,SAVE10,0,REG100372,Cust 1031,48.13,2/1/2023,2/9/2023,Cameron
4/18/2025,North,Laptop,20,170.49,Store A,Wholesale,0,Diana,3409.8,Online,FREESHIP,0,REG100373,Cust 6086,19.74,4/18/2025,4/27/2025,Ryan
3/29/2025,Central,Monitor,11,149.67,Store C,Retail,0.1,Eva,1481.733,Credit Card,,0,REG100374,Cust 1672,34.13,3/29/2025,4/2/2025,Cameron
4/25/2024,East,Tablet,1,173.56,Store D,Retail,0.1,Eva,156.204,Debit Card,FREESHIP,0,REG100375,Cust 9313,39.1,4/25/2024,4/28/2024,Eric
9/22/2024,South,Monitor,7,349.55,Store A,Retail,0.05,Carlos,2324.5075,Credit Card,FREESHIP,0,REG100376,Cust 4405,23.7,9/22/2024,9/27/2024,Sophie
8/5/2023,Central,Tablet,9,245.14,Store B,Wholesale,0,Alice,2206.26,Online,SAVE10,1,REG100377,Cust 6453,44.6,8/5/2023,8/14/2023,Cameron
6/7/2024,South,Desk,1,423.08,Store B,Wholesale,0.05,Bob,401.926,Gift Card,WINTER15,0,REG100378,Cust 4772,31.75,6/7/2024,6/11/2024,Sophie
5/24/2025,East,Phone,19,337.82,Store B,Wholesale,0.15,Alice,5455.793,Online,FREESHIP,0,REG100379,Cust 1762,45.74,5/24/2025,5/30/2025,Eric
7/18/2024,South,Chair,10,252.63,Store B,Retail,0.15,Eva,2147.355,Cash,FREESHIP,0,REG100380,Cust 1865,8.92,7/18/2024,7/25/2024,Sophie
7/14/2024,West,Tablet,3,87.02,Store B,Wholesale,0.1,Frank,234.954,Cash,WINTER15,0,REG100381,Cust 9552,11.13,7/14/2024,7/16/2024,Wendy
4/14/2023,Central,Tablet,11,6.72,Store D,Wholesale,0.05,Bob,70.224,Cash,SAVE10,0,REG100382,Cust 4273,34.27,4/14/2023,4/19/2023,Cameron
6/1/2023,South,Printer,2,279.38,Store D,Retail,0.1,Carlos,502.884,Online,FREESHIP,0,REG100383,Cust 8712,22.95,6/1/2023,6/6/2023,Sophie
4/17/2025,Central,Phone,9,207.8,Store D,Retail,0.1,Alice,1683.18,Online,WINTER15,0,REG100384,Cust 9048,16.99,4/17/2025,4/20/2025,Cameron
3/31/2025,East,Printer,15,511.88,Store C,Wholesale,0.05,Bob,7294.29,Cash,SAVE10,0,REG100385,Cust 7714,10.22,3/31/2025,4/9/2025,Eric
7/15/2024,East,Printer,10,325.97,Store D,Retail,0,Bob,3259.7,Cash,FREESHIP,1,REG100386,Cust 4770,49.95,7/15/2024,7/22/2024,Eric
8/30/2024,South,Laptop,17,469.32,Store B,Retail,0,Carlos,7978.44,Gift Card,WINTER15,1,REG100387,Cust 2007,5.86,8/30/2024,9/1/2024,Sophie
1/7/2025,Central,Phone,13,186.69,Store D,Wholesale,0,Bob,2426.97,Cash,FREESHIP,0,REG100388,Cust 8909,19.92,1/7/2025,1/10/2025,Cameron
2/5/2025,South,Phone,16,34.66,Store C,Retail,0.05,Alice,526.832,Debit Card,,0,REG100389,Cust 4196,49.9,2/5/2025,2/11/2025,Sophie
4/1/2024,North,Printer,18,155.04,Store B,Wholesale,0.15,Frank,2372.112,Cash,WINTER15,0,REG100390,Cust 4189,39.99,4/1/2024,4/4/2024,Ryan
3/1/2025,West,Monitor,4,69.6,Store D,Wholesale,0.05,Eva,264.48,Gift Card,SAVE10,0,REG100391,Cust 7226,17.68,3/1/2025,3/9/2025,Wendy
7/3/2023,Central,Monitor,13,55.09,Store A,Wholesale,0.15,Diana,608.7445,Cash,FREESHIP,1,REG100392,Cust 5015,47.78,7/3/2023,7/6/2023,Cameron
4/25/2023,Central,Laptop,13,206.11,Store B,Retail,0.15,Bob,2277.5155,Gift Card,SAVE10,1,REG100393,Cust 9904,22.59,4/25/2023,5/1/2023,Cameron
4/9/2025,West,Tablet,14,484.38,Store D,Retail,0.05,Frank,6442.254,Debit Card,SAVE10,0,REG100394,Cust 7687,29.24,4/9/2025,4/19/2025,Wendy
11/5/2023,North,Monitor,6,449.57,Store D,Wholesale,0,Frank,2697.42,Gift Card,WINTER15,0,REG100395,Cust 6511,23.09,11/5/2023,11/12/2023,Ryan
1/13/2023,East,Laptop,9,223.01,Store C,Retail,0,Diana,2007.09,Cash,,1,REG100396,Cust 2412,11.9,1/13/2023,1/19/2023,Eric
2/6/2025,West,Chair,14,291.91,Store A,Retail,0.15,Frank,3473.729,Credit Card,,0,REG100397,Cust 1664,27.51,2/6/2025,2/10/2025,Wendy
5/20/2023,South,Monitor,13,90.86,Store A,Wholesale,0,Carlos,1181.18,Gift Card,SAVE10,0,REG100398,Cust 6033,16.74,5/20/2023,5/25/2023,Sophie
6/18/2025,East,Desk,4,109.05,Store D,Wholesale,0,Diana,436.2,Gift Card,WINTER15,0,REG100399,Cust 4019,21.02,6/18/2025,6/24/2025,Eric
2/23/2023,West,Tablet,12,245.6,Store D,Retail,0,Bob,2947.2,Cash,FREESHIP,1,REG100400,Cust 4515,43.92,2/23/2023,2/27/2023,Wendy
11/9/2024,East,Printer,15,380.03,Store A,Retail,0,Bob,5700.45,Online,,0,REG100401,Cust 7532,25.72,11/9/2024,11/12/2024,Eric
7/25/2024,South,Tablet,3,417.58,Store D,Retail,0.05,Frank,1190.103,Gift Card,SAVE10,0,REG100402,Cust 8756,43.42,7/25/2024,7/31/2024,Sophie
8/19/2023,West,Laptop,15,432.17,Store D,Wholesale,0.15,Frank,5510.1675,Debit Card,WINTER15,0,REG100403,Cust 7620,44.88,8/19/2023,8/23/2023,Wendy
11/13/2023,South,Monitor,13,531.77,Store C,Retail,0.1,Bob,6221.709,Online,SAVE10,0,REG100404,Cust 7368,37.91,11/13/2023,11/15/2023,Sophie
9/10/2024,West,Tablet,13,442.99,Store A,Wholesale,0.05,Alice,5470.9265,Gift Card,SAVE10,0,REG100405,Cust 1319,37.12,9/10/2024,9/18/2024,Wendy
8/30/2024,Central,Chair,13,567.5,Store A,Retail,0,Eva,7377.5,Credit Card,,0,REG100406,Cust 9597,28.41,8/30/2024,9/2/2024,Cameron
11/10/2024,East,Tablet,15,469.52,Store C,Wholesale,0,Alice,7042.8,Credit Card,FREESHIP,0,REG100407,Cust 7369,35.6,11/10/2024,11/17/2024,Eric
4/13/2023,East,Printer,1,396.09,Store D,Wholesale,0.15,Frank,336.6765,Credit Card,WINTER15,0,REG100408,Cust 8592,39.38,4/13/2023,4/19/2023,Eric
11/20/2023,East,Laptop,12,195.73,Store C,Wholesale,0.05,Alice,2231.322,Cash,SAVE10,0,REG100409,Cust 2337,37.09,11/20/2023,11/27/2023,Eric
4/14/2025,North,Printer,5,412.24,Store B,Wholesale,0.15,Carlos,1752.02,Cash,FREESHIP,0,REG100410,Cust 9697,29.31,4/14/2025,4/19/2025,Ryan
3/4/2023,Central,Monitor,11,558.5,Store B,Retail,0.15,Carlos,5221.975,Cash,WINTER15,0,REG100411,Cust 5895,48.15,3/4/2023,3/9/2023,Cameron
11/16/2024,North,Laptop,4,175.34,Store C,Retail,0.15,Eva,596.156,Cash,FREESHIP,0,REG100412,Cust 9097,40.86,11/16/2024,11/19/2024,Ryan
5/25/2024,South,Laptop,19,478.73,Store A,Retail,0,Frank,9095.87,Debit Card,WINTER15,1,REG100413,Cust 5938,46.46,5/25/2024,6/2/2024,Sophie
4/12/2023,East,Desk,5,365.38,Store D,Wholesale,0.15,Alice,1552.865,Debit Card,SAVE10,1,REG100414,Cust 6928,5.66,4/12/2023,4/15/2023,Eric
3/7/2023,South,Desk,10,397.33,Store B,Retail,0.15,Alice,3377.305,Credit Card,,0,REG100415,Cust 6223,10.2,3/7/2023,3/13/2023,Sophie
1/5/2024,Central,Chair,17,241.01,Store A,Retail,0.1,Bob,3687.453,Debit Card,WINTER15,0,REG100416,Cust 7614,24.69,1/5/2024,1/11/2024,Cameron
10/31/2024,West,Desk,17,82.2,Store C,Wholesale,0,Alice,1397.4,Cash,WINTER15,0,REG100417,Cust 3231,32.5,10/31/2024,11/10/2024,Wendy
5/8/2024,West,Monitor,16,170.77,Store C,Retail,0.1,Frank,2459.088,Online,SAVE10,1,REG100418,Cust 9123,45.93,5/8/2024,5/14/2024,Wendy
3/5/2024,Central,Monitor,1,8.2,Store C,Wholesale,0.15,Frank,6.97,Debit Card,,0,REG100419,Cust 7054,30.35,3/5/2024,3/15/2024,Cameron
7/18/2023,North,Laptop,12,425.78,Store A,Retail,0.1,Bob,4598.424,Online,,1,REG100420,Cust 4240,25.48,7/18/2023,7/22/2023,Ryan
8/5/2023,South,Printer,20,121.14,Store C,Retail,0.1,Bob,2180.52,Credit Card,FREESHIP,0,REG100421,Cust 1237,21.47,8/5/2023,8/14/2023,Sophie
9/18/2023,West,Tablet,19,448.13,Store D,Wholesale,0,Alice,8514.47,Debit Card,FREESHIP,0,REG100422,Cust 5513,28.29,9/18/2023,9/20/2023,Wendy
3/27/2023,South,Laptop,8,7.81,Store D,Wholesale,0.1,Frank,56.232,Online,SAVE10,0,REG100423,Cust 1835,25.03,3/27/2023,3/29/2023,Sophie
3/8/2023,East,Chair,19,191.44,Store C,Wholesale,0.15,Carlos,3091.756,Cash,WINTER15,1,REG100424,Cust 8492,35.54,3/8/2023,3/17/2023,Eric
5/2/2024,West,Desk,5,245.2,Store B,Retail,0.15,Eva,1042.1,Online,,0,REG100425,Cust 2451,46.37,5/2/2024,5/6/2024,Wendy
9/16/2023,North,Desk,17,163.37,Store B,Wholesale,0.15,Eva,2360.6965,Gift Card,SAVE10,0,REG100426,Cust 4509,5.36,9/16/2023,9/26/2023,Ryan
6/13/2023,South,Tablet,14,583.96,Store C,Retail,0,Diana,8175.44,Debit Card,WINTER15,0,REG100427,Cust 6643,23.03,6/13/2023,6/22/2023,Sophie
11/5/2023,North,Desk,16,181.08,Store C,Retail,0.1,Carlos,2607.552,Online,WINTER15,0,REG100428,Cust 2559,39.84,11/5/2023,11/8/2023,Ryan
11/23/2024,South,Tablet,8,414.94,Store A,Wholesale,0,Alice,3319.52,Debit Card,SAVE10,0,REG100429,Cust 4423,46.58,11/23/2024,11/26/2024,Sophie
2/9/2024,Central,Phone,16,442.22,Store B,Retail,0,Alice,7075.52,Cash,FREESHIP,0,REG100430,Cust 9139,27.36,2/9/2024,2/18/2024,Cameron
11/16/2023,Central,Printer,14,595.39,Store A,Wholesale,0.1,Bob,7501.914,Credit Card,SAVE10,0,REG100431,Cust 6668,9.51,11/16/2023,11/22/2023,Cameron
1/24/2025,Central,Monitor,6,175.3,Store A,Wholesale,0.15,Alice,894.03,Cash,SAVE10,1,REG100432,Cust 4315,17.92,1/24/2025,1/29/2025,Cameron
5/6/2025,Central,Tablet,7,319.59,Store C,Wholesale,0.15,Carlos,1901.5605,Gift Card,WINTER15,1,REG100433,Cust 8000,8.47,5/6/2025,5/9/2025,Cameron
5/17/2025,East,Printer,15,506.81,Store A,Retail,0.15,Bob,6461.8275,Cash,FREESHIP,1,REG100434,Cust 7585,41.03,5/17/2025,5/27/2025,Eric
11/29/2023,Central,Laptop,17,538.08,Store A,Retail,0.05,Eva,8689.992,Debit Card,FREESHIP,0,REG100435,Cust 3127,19.61,11/29/2023,12/1/2023,Cameron
2/24/2023,South,Chair,16,187.84,Store A,Retail,0,Alice,3005.44,Credit Card,SAVE10,0,REG100436,Cust 4130,18.65,2/24/2023,2/26/2023,Sophie
11/4/2023,South,Laptop,18,426.3,Store A,Wholesale,0.15,Carlos,6522.39,Credit Card,,1,REG100437,Cust 6956,29.81,11/4/2023,11/10/2023,Sophie
6/15/2024,East,Desk,1,498.35,Store B,Retail,0.1,Alice,448.515,Online,FREESHIP,0,REG100438,Cust 8155,34.7,6/15/2024,6/22/2024,Eric
10/2/2024,North,Tablet,19,385.72,Store A,Retail,0.05,Carlos,6962.246,Cash,SAVE10,1,REG100439,Cust 8852,12.46,10/2/2024,10/6/2024,Ryan
6/3/2023,West,Tablet,3,54.37,Store B,Wholesale,0.1,Frank,146.799,Credit Card,WINTER15,0,REG100440,Cust 2850,48.71,6/3/2023,6/13/2023,Wendy
9/10/2023,East,Phone,6,471.74,Store C,Retail,0.15,Carlos,2405.874,Online,,0,REG100441,Cust 9572,36.79,9/10/2023,9/18/2023,Eric
5/20/2025,Central,Printer,19,322.31,Store B,Retail,0.15,Bob,5205.3065,Cash,FREESHIP,0,REG100442,Cust 6253,33.95,5/20/2025,5/22/2025,Cameron
9/24/2023,North,Tablet,13,115.86,Store A,Wholesale,0.1,Diana,1355.562,Cash,,1,REG100443,Cust 4154,28.52,9/24/2023,10/3/2023,Ryan
3/29/2025,East,Tablet,18,398.26,Store B,Retail,0.1,Bob,6451.812,Debit Card,,0,REG100444,Cust 2137,16.8,3/29/2025,4/4/2025,Eric
6/17/2023,East,Chair,4,584.8,Store B,Retail,0.1,Eva,2105.28,Online,FREESHIP,0,REG100445,Cust 8157,16.44,6/17/2023,6/25/2023,Eric
1/28/2024,West,Printer,20,424.7,Store B,Wholesale,0.15,Bob,7219.9,Online,FREESHIP,0,REG100446,Cust 4861,42.03,1/28/2024,2/5/2024,Wendy
3/14/2023,Central,Chair,16,179.22,Store D,Retail,0.1,Alice,2580.768,Online,WINTER15,0,REG100447,Cust 7493,45.99,3/14/2023,3/17/2023,Cameron
1/9/2025,East,Laptop,12,148.66,Store A,Wholesale,0,Diana,1783.92,Online,,1,REG100448,Cust 7073,27.16,1/9/2025,1/17/2025,Eric
3/30/2025,Central,Phone,16,460.43,Store B,Wholesale,0.15,Bob,6261.848,Online,WINTER15,0,REG100449,Cust 9085,20.38,3/30/2025,4/6/2025,Cameron
10/23/2023,East,Tablet,5,334.37,Store B,Retail,0.05,Carlos,1588.2575,Credit Card,,0,REG100450,Cust 3247,32.13,10/23/2023,10/28/2023,Eric
6/8/2025,West,Monitor,3,599.72,Store D,Retail,0.15,Alice,1529.286,Online,WINTER15,1,REG100451,Cust 8504,14.93,6/8/2025,6/14/2025,Wendy
2/26/2024,West,Monitor,11,389.84,Store D,Wholesale,0,Alice,4288.24,Gift Card,SAVE10,1,REG100452,Cust 4164,10.24,2/26/2024,2/29/2024,Wendy
10/30/2024,East,Chair,11,445.75,Store A,Wholesale,0.1,Frank,4412.925,Online,SAVE10,0,REG100453,Cust 9592,18.07,10/30/2024,11/7/2024,Eric
8/19/2024,South,Laptop,18,96.84,Store A,Wholesale,0.15,Frank,1481.652,Cash,SAVE10,1,REG100454,Cust 7450,8.1,8/19/2024,8/23/2024,Sophie
7/30/2023,Central,Chair,1,528.31,Store C,Wholesale,0.1,Alice,475.479,Online,FREESHIP,0,REG100455,Cust 4186,24.55,7/30/2023,8/9/2023,Cameron
8/13/2024,North,Monitor,16,64.03,Store A,Wholesale,0,Carlos,1024.48,Gift Card,WINTER15,1,REG100456,Cust 3305,16.71,8/13/2024,8/23/2024,Ryan
11/4/2023,North,Printer,13,179.37,Store A,Retail,0.05,Eva,2215.2195,Online,FREESHIP,0,REG100457,Cust 9768,35.28,11/4/2023,11/12/2023,Ryan
6/5/2025,East,Printer,19,491.15,Store C,Retail,0,Frank,9331.85,Online,,0,REG100458,Cust 1179,48.68,6/5/2025,6/15/2025,Eric
6/23/2023,North,Printer,5,360.34,Store C,Wholesale,0,Carlos,1801.7,Gift Card,,0,REG100459,Cust 2546,33.76,6/23/2023,6/28/2023,Ryan
9/21/2024,South,Laptop,20,296.8,Store A,Retail,0.1,Frank,5342.4,Gift Card,,0,REG100460,Cust 2672,19.57,9/21/2024,9/28/2024,Sophie
1/1/2024,South,Desk,3,599.42,Store A,Wholesale,0.1,Bob,1618.434,Online,SAVE10,0,REG100461,Cust 3394,48.02,1/1/2024,1/3/2024,Sophie
1/2/2025,West,Laptop,1,374.33,Store B,Wholesale,0,Carlos,374.33,Credit Card,FREESHIP,0,REG100462,Cust 1649,33.31,1/2/2025,1/12/2025,Wendy
3/14/2024,North,Desk,13,588.8,Store D,Wholesale,0.15,Frank,6506.24,Cash,SAVE10,0,REG100463,Cust 6994,45.03,3/14/2024,3/21/2024,Ryan
5/4/2024,West,Monitor,13,198.44,Store D,Wholesale,0,Carlos,2579.72,Cash,SAVE10,1,REG100464,Cust 9879,31.51,5/4/2024,5/9/2024,Wendy
2/27/2025,South,Printer,12,384.2,Store A,Retail,0,Eva,4610.4,Cash,FREESHIP,0,REG100465,Cust 9069,38.99,2/27/2025,3/2/2025,Sophie
11/13/2024,Central,Phone,4,475.49,Store B,Wholesale,0.15,Frank,1616.666,Cash,WINTER15,0,REG100466,Cust 3712,11.6,11/13/2024,11/17/2024,Cameron
10/31/2023,West,Printer,6,202.97,Store C,Retail,0.1,Eva,1096.038,Gift Card,WINTER15,0,REG100467,Cust 3829,43.55,10/31/2023,11/10/2023,Wendy
12/19/2023,Central,Tablet,18,135.23,Store C,Wholesale,0,Diana,2434.14,Online,WINTER15,1,REG100468,Cust 1623,46.1,12/19/2023,12/24/2023,Cameron
11/27/2023,South,Tablet,20,356.4,Store C,Wholesale,0.05,Diana,6771.6,Cash,FREESHIP,1,REG100469,Cust 3532,26.7,11/27/2023,12/3/2023,Sophie
8/15/2023,East,Laptop,3,294.72,Store C,Wholesale,0.05,Alice,839.952,Cash,SAVE10,0,REG100470,Cust 4712,45.33,8/15/2023,8/18/2023,Eric
1/16/2023,West,Phone,20,553.85,Store A,Retail,0,Frank,11077,Cash,WINTER15,0,REG100471,Cust 6211,33.21,1/16/2023,1/24/2023,Wendy
2/28/2025,Central,Tablet,13,81.17,Store D,Retail,0.1,Frank,949.689,Cash,SAVE10,1,REG100472,Cust 1222,48.21,2/28/2025,3/8/2025,Cameron
11/28/2023,West,Phone,2,532.51,Store B,Wholesale,0,Carlos,1065.02,Credit Card,WINTER15,1,REG100473,Cust 6208,49.67,11/28/2023,12/1/2023,Wendy
12/4/2023,West,Printer,1,268.19,Store B,Wholesale,0.1,Carlos,241.371,Gift Card,WINTER15,0,REG100474,Cust 5942,9.48,12/4/2023,12/13/2023,Wendy
6/21/2024,South,Printer,17,432.65,Store A,Retail,0.15,Frank,6251.7925,Cash,FREESHIP,0,REG100475,Cust 1745,18.85,6/21/2024,6/29/2024,Sophie
3/17/2025,East,Desk,14,123.04,Store A,Wholesale,0.1,Diana,1550.304,Cash,WINTER15,1,REG100476,Cust 2679,43.28,3/17/2025,3/26/2025,Eric
8/17/2023,Central,Desk,16,454.54,Store B,Retail,0.1,Bob,6545.376,Online,FREESHIP,0,REG100477,Cust 9907,20.55,8/17/2023,8/19/2023,Cameron
8/30/2023,Central,Monitor,11,414.58,Store D,Wholesale,0.05,Diana,4332.361,Cash,WINTER15,0,REG100478,Cust 5750,25.33,8/30/2023,9/5/2023,Cameron
6/16/2025,East,Phone,9,352.91,Store B,Wholesale,0.1,Bob,2858.571,Cash,FREESHIP,0,REG100479,Cust 5717,30.57,6/16/2025,6/18/2025,Eric
6/29/2023,North,Chair,10,126.46,Store A,Retail,0.1,Eva,1138.14,Online,WINTER15,0,REG100480,Cust 7995,26.96,6/29/2023,7/9/2023,Ryan
8/13/2023,North,Monitor,7,125.02,Store D,Wholesale,0,Carlos,875.14,Credit Card,FREESHIP,0,REG100481,Cust 5572,12.45,8/13/2023,8/20/2023,Ryan
4/29/2024,West,Tablet,20,367.24,Store A,Wholesale,0.05,Carlos,6977.56,Gift Card,FREESHIP,0,REG100482,Cust 1721,45.67,4/29/2024,5/7/2024,Wendy
7/15/2023,West,Monitor,8,432.12,Store B,Retail,0,Diana,3456.96,Credit Card,WINTER15,0,REG100483,Cust 2641,42.1,7/15/2023,7/25/2023,Wendy
1/17/2025,North,Tablet,3,13.33,Store D,Retail,0.1,Eva,35.991,Cash,SAVE10,0,REG100484,Cust 9769,17.62,1/17/2025,1/23/2025,Ryan
2/21/2025,East,Printer,13,105.93,Store C,Retail,0,Bob,1377.09,Debit Card,FREESHIP,0,REG100485,Cust 1718,38.96,2/21/2025,3/3/2025,Eric
7/19/2023,West,Monitor,20,526.55,Store A,Wholesale,0,Alice,10531,Debit Card,FREESHIP,1,REG100486,Cust 1210,25.64,7/19/2023,7/26/2023,Wendy
9/29/2024,West,Phone,11,339.78,Store A,Retail,0.05,Diana,3550.701,Debit Card,WINTER15,1,REG100487,Cust 7710,11.56,9/29/2024,10/6/2024,Wendy
10/17/2024,East,Laptop,10,91.75,Store D,Wholesale,0.15,Frank,779.875,Cash,WINTER15,0,REG100488,Cust 1428,37.27,10/17/2024,10/21/2024,Eric
6/11/2025,East,Phone,15,13.66,Store B,Retail,0.1,Alice,184.41,Debit Card,FREESHIP,0,REG100489,Cust 2810,38.04,6/11/2025,6/17/2025,Eric
1/19/2024,West,Desk,6,148.23,Store B,Retail,0.1,Eva,800.442,Credit Card,FREESHIP,0,REG100490,Cust 2234,19.58,1/19/2024,1/29/2024,Wendy
12/3/2023,East,Chair,11,495.03,Store D,Wholesale,0.15,Frank,4628.5305,Cash,WINTER15,0,REG100491,Cust 9602,27.37,12/3/2023,12/5/2023,Eric
6/19/2024,Central,Chair,6,247.2,Store A,Wholesale,0.05,Diana,1409.04,Credit Card,FREESHIP,0,REG100492,Cust 2546,18.75,6/19/2024,6/27/2024,Cameron
10/16/2024,West,Tablet,19,207.45,Store C,Retail,0.05,Bob,3744.4725,Debit Card,SAVE10,0,REG100493,Cust 5032,11.5,10/16/2024,10/21/2024,Wendy
1/23/2025,East,Laptop,2,370.78,Store D,Wholesale,0.15,Diana,630.326,Online,FREESHIP,0,REG100494,Cust 4297,20.45,1/23/2025,1/27/2025,Eric
10/2/2023,Central,Laptop,9,146.72,Store A,Wholesale,0.1,Diana,1188.432,Credit Card,,0,REG100495,Cust 6944,10.45,10/2/2023,10/10/2023,Cameron
11/5/2023,East,Desk,12,159.85,Store D,Retail,0.1,Alice,1726.38,Cash,WINTER15,0,REG100496,Cust 4136,32.61,11/5/2023,11/7/2023,Eric
6/18/2023,South,Printer,13,181.68,Store C,Wholesale,0.05,Diana,2243.748,Gift Card,SAVE10,0,REG100497,Cust 7460,14.69,6/18/2023,6/23/2023,Sophie
7/15/2024,Central,Phone,16,34.16,Store A,Retail,0.15,Bob,464.576,Cash,SAVE10,0,REG100498,Cust 3960,36.33,7/15/2024,7/21/2024,Cameron
6/14/2024,Central,Laptop,2,287.43,Store C,Wholesale,0.1,Diana,517.374,Cash,WINTER15,0,REG100499,Cust 5530,25.34,6/14/2024,6/23/2024,Cameron
4/5/2024,East,Monitor,15,405.95,Store D,Wholesale,0.15,Eva,5175.8625,Gift Card,,0,REG100500,Cust 3160,32.04,4/5/2024,4/10/2024,Eric
2/27/2023,North,Laptop,1,430.61,Store B,Retail,0,Alice,430.61,Gift Card,WINTER15,0,REG100501,Cust 9641,14.53,2/27/2023,3/7/2023,Ryan
7/31/2023,West,Laptop,5,508.05,Store D,Retail,0,Frank,2540.25,Credit Card,WINTER15,1,REG100502,Cust 9742,35.63,7/31/2023,8/9/2023,Wendy
3/3/2023,West,Laptop,13,522.97,Store C,Retail,0.15,Carlos,5778.8185,Debit Card,FREESHIP,0,REG100503,Cust 1144,33.9,3/3/2023,3/10/2023,Wendy
4/26/2023,South,Laptop,17,260.25,Store D,Wholesale,0.1,Frank,3981.825,Credit Card,SAVE10,0,REG100504,Cust 2936,23.26,4/26/2023,4/28/2023,Sophie
